ID,Title,Trailer ID,SentimentScore
494,The Campaign,Bmp6UDzIUes,0.5211267605633803
495,The Odd Life of Timothy Green,mMSkbH0LuTc,0.6333333333333333
496,The Expendables 2,ip_CYHdyUBs,0.71
498,Sparkle,55cuiV9yL6Q,0.85
499,Cosmopolis,PvYyKTZtUG0,0.69
500,Robot & Frank,Hi9s-__B0TY,0.39
501,Hit and Run,6nZlXB5okeo,0.71
502,The Apparition,WYELiw9nvnE,0.3026315789473684
503,Premium Rush,Pn6ie1zCkZU,0.71
504,Lawless,HibcC7w5l1g,0.5357142857142857
506,The Possession,Sxo3Wib31uE,0.69
508,The Cold Light Of Day,qxJpe8d2dBQ,0.4558823529411764
509,The Words,pMKB1LqwSHI,0.68
510,Anna Karenina,Z-nyXX5zOLg,0.75
511,Raaz 3,iMNBj_DrBQU,0.67
512,Resident Evil: Retribution,hoyMT-7wEqs,0.64
513,Arbitrage,BTWRP85RdBY,1.0
514,The Master,-EGSWpBDbho,0.85
515,Stolen,rpMxOjUjweA,0.55
516,Dredd,G-eI5oLlIeY,0.63
517,End of Watch,9mQYxib26FM,0.67
518,House at the End of the Street,9SNvuq7bULo,0.6
519,Trouble with the Curve,fTHSqutzOcQ,0.84
520,The Perks of Being a Wallflower,2vb2qrcPEEs,0.5483870967741935
522,Looper,2iQuhsmtfHw,0.74
523,Won't Back Down,busgdBQE9M0,0.4
524,Frankenweenie,XBfcGLBJ2Uc,0.61
525,Pitch Perfect,8dItOM6eYXY,0.8
526,Taken 2,u48UrWtCn5E,0.49
527,The Oranges,Rk83dEZi29E,0.4897959183673469
528,The Paperboy,m2GMwWaDSr0,0.73
529,Argo,JW3WfSFgrVY,0.81
530,Here Comes the Boom,M4L6ruTF5qE,0.86
531,Seven Psychopaths,jsHR77oQKEY,0.81
532,Sinister,_kbQAJR9YWQ,0.58
533,Smashed,n1J1IKeqAoI,0.4545454545454545
534,Holy Motors,NWu9WjEcdbk,0.78
535,Alex Cross,tV_et8mrADI,0.49
536,Paranormal Activity 4,89PboIQlu1c,0.46
537,The Sessions,6T7vqxwuWEM,0.8
538,Chasing Mavericks,vkwCQH6IVhM,0.78
539,Cloud Atlas,ByehYal_cCs,0.81
540,Fun Size,8eFSDTBqvIU,0.5604395604395604
541,Silent Hill: Revelation,9b4iOhWswYM,0.46
542,Flight,Aqn2L6kQQt8,0.81
543,The Man with the Iron Fists,3swVdu41Ixg,0.4745762711864407
545,The Bay,ctkkn1qSYKw,0.63
546,This Must Be the Place,kplFGDHuYy4,0.4189189189189189
548,The Twilight Saga: Breaking Dawn – Part 2,Ocz50YJOFTM,0.76
549,Lincoln,KJVuqYkI2jQ,0.75
550,Silver Linings Playbook,kVS-6k2tQAA,0.81
551,Life of Pi,3mMN693-F3U,0.77
552,Red Dawn,36j7tagMjlY,0.5609756097560976
554,Hitchcock,_Uw6fweoB8E,0.7241379310344828
555,The Collection,n08aIH-Bhcc,0.68
556,Killing Them Softly,Bll2p2WhrIA,0.5263157894736842
557,Playing for Keeps,ez9U9bw4XwM,0.69
558,Deadfall,Q4IASREmPMY,0.5176470588235295
559,Lay the Favorite,Jr30OocHzVw,0.3636363636363636
560,The Hobbit: An Unexpected Journey,SDnYMbYB-nU,0.87
561,The Guilt Trip,UAwiiGUCeLE,0.6363636363636364
563,Cirque du Soleil: Worlds Away,3QrN3lMHxVg,0.9230769230769232
564,Jack Reacher,Q-oxhxD32MM,0.86
565,This Is 40,gxkNuHrS6cg,0.69
566,The Impossible,Bgw394ZKsis,0.64
567,Not Fade Away,tTrN_jyH9Gg,0.4814814814814814
568,Django Unchained,_iH0UBYDI4g,0.78
569,Les Misérables,YmvHzCLP6ug,0.82
570,Parental Guidance,sP-uO3B8ip0,0.6105263157894737
571,Quartet,wSEnh8Hi62E,0.79
572,Promised Land,vzEcZJSdW-4,0.5441176470588235
573,Texas Chainsaw 3D,gB0aHrd7rUo,0.53
574,Gangster Squad,LlbN5cQKZik,0.69
575,A Haunted House,J50vA5VLR6k,0.6
576,Struck by Lightning,JAakou4Kdhw,0.64
577,Broken City,oJWfM40Sklc,0.5217391304347826
578,The Last Stand,qUFGVlE1GNQ,0.55
579,Mama,1lNyP7w3CuQ,0.54
580,Hansel & Gretel: Witch Hunters,p6wk1XySBTk,0.87
581,John Dies at the End,OJ4vjJv66Ko,0.8
582,Movie 43,A9fBCkwDW8c,0.59
583,Parker,QGu6InUcdUY,0.726027397260274
584,Bullet to the Head,qGDyslD68as,0.5816326530612245
585,The Haunting in Connecticut 2: Ghosts of Georgia,hcoR4S-E8b4,0.3908045977011494
586,Stand Up Guys,NApJNjPTqZs,0.87
587,Warm Bodies,_TDYhTNpUzo,0.5714285714285714
588,A Glimpse Inside the Mind of Charles Swan III,1Q9NWeZba1c,0.4285714285714285
589,Identity Thief,x8ZI0H3_tdU,0.5882352941176471
590,Side Effects,X5WgC_JthA4,0.5625
591,Beautiful Creatures,b2IVUIZX-Ws,0.6451612903225806
592,A Good Day to Die Hard,0_0K7ZfU2e0,0.61
593,Safe Haven,q3y8fFPPgdA,0.81
595,Dark Skies,K8iLp1xQtPQ,0.61
596,Snitch,rieI5g9fgRc,0.77
597,21 & Over,JsMFggMLgY0,0.57
598,Jack the Giant Slayer,SBBONir09z4,0.71
599,The Last Exorcism Part II,0h8eyHaoNMA,0.49
600,Stoker,YJWrXKoTpL0,0.7
601,Dead Man Down,6WKmnAcMTKM,0.81
602,Oz the Great and Powerful,DylgNj4YQVc,0.9
603,The Call,N2I85cPlhk0,0.76
604,The Incredible Burt Wonderstone,kn1wR1V9dqs,0.77
605,Spring Breakers,PmaQ4KxjWSA,0.4193548387096774
606,Admission,fclznaYtZEQ,0.5
608,Olympus Has Fallen,ar-IaAx7s8k,0.62
609,Trance,8zBilTaofZA,0.71
611,The Host,SRKjf8b4f2E,0.73
612,The Place Beyond the Pines,KepnbJT5nBw,0.8
613,Temptation: Confessions of a Marriage Counselor,wJ7Srr0MvXI,0.4833333333333333
614,Evil Dead,vTGHA33Xyh4,0.66
615,Upstream Color,SilYsr_3vrA,0.47
616,42,I9RHqdZDCF0,0.75
617,Scary Movie 5,RMDZ8M47j0I,0.39
618,Java Heat,lQHMTMJsqQA,0.61
619,The Lords of Salem,76-CTeBTzDU,0.25
620,Oblivion,tx6_JMDFfWI,0.52
621,The Big Wedding,TS40GwpoDcw,0.4754098360655737
622,Mud,2m9IFlz2iYo,0.84
623,Pain & Gain,X4orHp2y2ZQ,0.6
624,Iron Man 3,Ke1Y3P9D0Bc,0.68
625,The Iceman,eI6YE0xGCjo,0.5476190476190477
628,The Great Gatsby,nIewKn6EnAs,0.75
629,No One Lives,7Eiko_J6mfE,0.72
630,Peeples,C5tU1Ok7OQk,0.5344827586206896
631,Star Trek Into Darkness,QAEkuVgt6Aw,0.7
632,Frances Ha,YdxCnCvCngk,0.6666666666666666
633,The Reluctant Fundamentalist,ejxfDqK-kZo,0.6506024096385542
634,The Hangover Part III,96TelFMZwHc,0.64
635,Before Midnight,NRVLVPWzeek,0.3333333333333333
637,Fast & Furious 6,oc_P11PNvRs,0.4202898550724637
638,After Earth,CZIt20emgLY,0.73
639,The East,7z54r8jvGj8,0.5555555555555556
640,The Kings of Summer,cLnAiVI4R2Q,0.5614035087719298
641,Now You See Me,C2NWGAqZhF4,0.7090909090909091
642,Hello Herman,-je-RGsUgoM,1.0
643,The Internship,vSnxuOD3WJs,0.5283018867924528
644,The Purge,K0LLaybEuzA,0.3
645,Violet & Daisy,C7CdL8xXmxE,0.57
646,This Is the End,RmC34g6tIAI,0.71
647,The Bling Ring,NcE2fj-EtJY,0.4096385542168674
648,Man of Steel,T6DJcgm3wNY,0.75
650,World War Z,slfrrjPndV4,0.55
651,Copperhead,Vo-j4_05bcI,0.6
652,The Heat,1O3iRdiplB0,0.79
653,Hummingbird,8c77ONP5QnM,0.5588235294117647
654,White House Down,WfaTlmYvTA8,0.6
656,Kevin Hart: Let Me Explain,T69cdWclv9I,0.73
657,The Lone Ranger,L9DDCKVrZfU,0.73
658,Bad Words,C63J6wIrD10,0.66
659,"The Way, Way Back",GiH5wmuexZY,0.69
660,Fruitvale Station,vHkKUPHn8TE,0.5283018867924528
661,Grown Ups 2,Sq5CIH0duMk,0.79
662,Pacific Rim,5guMumPFBag,0.66
663,Turbo,VlRtm8Gh9PQ,0.5357142857142857
664,The Conjuring,ejMMn0t58Lc,0.68
665,R.I.P.D.,nt59JjtWFSU,0.77
666,Red 2,sCM3HhGUJsM,0.82
667,The World's End,hFo7eJR2cvc,0.8
668,Blue Jasmine,KK7_xLxf4o0,0.64
669,The To Do List,kd4QczxPahw,0.2692307692307692
670,The Wolverine,toLpchTUYk8,0.72
672,2 Guns,AK6EbfdnTHg,0.61
673,The Canyons,oOXwft6UaRU,0.4444444444444444
674,Europa Report,XhdRYk1Y8VA,0.72
675,The Spectacular Now,0dCfbBwFI2Y,0.5405405405405406
676,Percy Jackson: Sea of Monsters,M4MNNw9ZhrA,0.54
677,We're the Millers,0Vsy5KzsieQ,0.79
678,Elysium,oIBtePb-dGY,0.71
680,Ain't Them Bodies Saints,ga0c0v-stK0,0.74
681,The Butler,FuojHqfe4Vk,0.81
682,Jobs,FrvkCS0ZGPU,0.74
683,Kick-Ass 2,Td921lYSBIA,0.69
684,Paranoia,2T1RLye5Z_w,0.61
685,The Mortal Instruments: City of Bones,hc4CiTvQ-YE,0.64
686,Drinking Buddies,Dj9Q92s97Uc,0.5625
687,Short Term 12,qhS6tvSb0UQ,0.86
688,You're Next,3ZKQU0YYkNw,0.7
689,Getaway,7ZF4jzMJ1oI,0.77
690,Hell Baby,6AaaoMfbx0o,0.66
691,Riddick,iP3eFIOBU0k,0.51
692,August: Osage County,9Hd_uO72h1s,0.82
693,The Family,-SwDU04Oeak,0.61
694,Insidious: Chapter 2,fBbi4NeebAk,0.69
695,Dick Figures: The Movie,H0poVodH4Vo,0.69
696,Battle of the Year,QibqRB9Gs9k,0.73
697,Enough Said,R09EnVNGnio,0.6282051282051282
698,Prisoners,bpXfcTF6iVk,0.77
699,Rush,4XA73ni9eVs,0.83
700,Baggage Claim,wj8S_fCAV74,0.65
701,Cloudy with a Chance of Meatballs 2,IzC18WEfszw,0.58
702,Don Jon,2A63Ly0Pvpk,0.78
703,Metallica: Through the Never,N4IhWJ8r7_4,0.75
704,Grace Unplugged,jhU1bUeNF3c,0.6164383561643836
705,Gravity,OiTiKOy59o4,0.68
706,Runner Runner,UFPqyNvNzvU,0.73
707,Captain Phillips,GEyM01dAxp8,0.76
708,Machete Kills,DwbG64YC-vQ,0.53
709,12 Years a Slave,z02Ie8wKKRg,0.68
710,Escape Plan,etWeYkQ_KLw,0.5697674418604651
711,Carrie,qSn7JyijA8k,0.65
712,The Fifth Estate,YQOiS_l_0Jk,0.82
713,I'm in Love with a Church Girl,XtORLCS6J8A,0.7
714,The Counselor,6ML50I0mVHY,0.66
715,Jackass Presents: Bad Grandpa,tctgUr147zA,0.7
716,About Time,T7A810duHvw,0.88
717,Dallas Buyers Club,KDvPcBeOn8E,0.46875
718,Ender's Game,2SRizeR4MmU,0.69
719,Free Birds,gxslnpqFwOs,0.55
720,Last Vegas,TvK3m0wJutI,0.76
721,The Book Thief,92EBSmxinus,0.66
722,Thor: The Dark World,npvJ9FTgZbM,0.68
723,The Best Man Holiday,va7uNZS39ZY,0.8
724,Delivery Man,LS6gSIDe08o,0.5384615384615384
725,The Hunger Games: Catching Fire,EAzGXqJSDJ8,0.7
726,Nebraska,YvW_DmfKfSk,0.627906976744186
727,Philomena,x6ToSr_LSKU,0.5888888888888889
728,Black Nativity,yfhupIQ1JnE,0.63
730,Homefront,tjSOj8b804U,0.7
731,Oldboy,vdQfLoMh1N0,0.43
732,Inside Llewyn Davis,VuQ8pz-5WLY,0.5581395348837209
733,Out of the Furnace,Gw0qH34cbRE,0.89
734,American Hustle,NqgjPRNRDSY,0.77
735,The Hobbit: The Desolation of Smaug,Os1G8RtqY2c,0.79
736,A Madea Christmas,-SLe_EIpeWI,0.6301369863013698
737,Saving Mr. Banks,nijccxWvyXU,0.83
738,Anchorman 2: The Legend Continues,Elczv0ghqw0,0.6
739,Her,dJTU48_yghs,0.7
741,47 Ronin,j8cKdDkkIYY,0.6
742,Grudge Match,1bQSOBJCPQE,0.69
743,Lone Survivor,yoLFk4JK_RM,0.85
744,The Secret Life of Walter Mitty,kJBFB5GE8Ow,0.84
745,The Wolf of Wall Street,iszwuX1AK6A,0.7
746,Labor Day,QOQL3Xi8dPE,0.91
747,Paranormal Activity: The Marked Ones,ccE9LeAbPU4,0.57
748,The Legend of Hercules,incdXm3E230,0.4444444444444444
749,Devil's Due,hjo7iO6Ghtg,0.6
750,Jack Ryan: Shadow Recruit,K9KAnx4EvaE,0.7
752,Ride Along,7q1kMhOTuHk,0.4615384615384615
753,"I, Frankenstein",NXc5epxOH_c,0.68
754,That Awkward Moment,wRcVgJjnFLo,0.71
755,Nurse 3D,nEtzKmfDTU4,0.35
757,The Monuments Men,SziPDANik18,0.5384615384615384
758,Vampire Academy,QuU8P-D0-is,0.3333333333333333
759,RoboCop,UuVphAuRo7Q,0.61
760,About Last Night,nNZFE3z0T7E,0.8
761,Date and Switch,sXAVfFRxulA,0.0
762,Endless Love,NTAzn4W48gc,0.62
763,Winter's Tale,DBSj1MKwx6A,0.86
764,3 Days to Kill,yswZKfnmf7c,0.48
765,Barefoot,Ppjr-hn1HR4,0.81
766,Pompeii,t6TRwfxDICM,0.45
767,Non-Stop,jiHDJ19A3dk,0.8
768,Son of God,-Hsl5UG9O_c,0.87
769,300: Rise of an Empire,2zqy21Z29ps,0.71
771,The Grand Budapest Hotel,1Fg5iWmQjwk,0.82
772,Need for Speed,u3wtVI-aJuw,0.59
773,The Single Moms Club,WQNOvfixtpo,0.73
774,Veronica Mars,iksrM_LNZ6s,0.63
775,Cheap Thrills,I0e0PH70Nig,0.6052631578947368
776,Divergent,Aw7Eln_xuWc,0.63
777,God's Not Dead,j2KDj7qxnds,0.49
779,50 to 1,AO-9A5KDEr8,0.7872340425531915
780,Noah,6qmj5mhDwJQ,0.66
781,Sabotage,8HDArXZgrsE,0.66
782,Captain America: The Winter Soldier,tbayiPxkUMM,0.6
783,Draft Day,xpvInmz-EJM,0.64
784,Oculus,66RBsIsWJBQ,0.3846153846153846
786,Heaven Is for Real,N-ewaCVARtM,0.77
787,A Haunted House 2,eDyh9YloMVk,0.45
788,Transcendence,VCTen3-B8GU,0.82
789,Brick Mansions,4CzcsN4k9FM,0.58
790,The Other Woman,juxTC7hYGTE,0.58
791,The Amazing Spider-Man 2,nbp3Ra3Yp74,0.64
792,Walk of Shame,yaRw4auU2kQ,0.5
793,Moms' Night Out,-Wo_c7DkgKA,0.6666666666666666
794,Neighbors,KrAf5ALLxGI,0.61
795,Godzilla,vIu85WQTPRc,0.61
797,Blended,V6cKLTmDB-k,0.73
798,X-Men: Days of Future Past,pK2zYHWDZKo,0.75
800,A Million Ways to Die in the West,LhmP8UYtipA,0.72
801,Edge of Tomorrow,vw61gCe2oqI,0.65
802,The Fault in Our Stars,9ItBvH5J6ss,0.58
803,Ping Pong Summer,3Ho-vB6h3TI,1.0
804,22 Jump Street,qP755JkDxyM,0.68
806,Obvious Child,8HpYzpr2iDA,0.4909090909090909
807,The Signal,gwgfeR2pMuE,0.75
808,Jersey Boys,6tC1yOUvvMo,0.76
809,Think Like a Man Too,N8b6kVSZNLE,0.57
810,America: Imagine the World Without Her,98DfrVjxCQg,0.56
811,They Came Together,TPzHRXUcUWU,0.51
812,Transformers: Age of Extinction,T9bQCAWahLk,0.56
813,Deliver Us from Evil,YWDM_p68HAQ,0.7
814,Earth to Echo,novzGPgeY4c,0.58
815,Tammy,N8d6Bpl2eAo,0.71
816,Boyhood,Y0oX0xiwOv8,0.72
817,Dawn of the Planet of the Apes,3sHMCRaS3ao,0.67
818,Road to Paloma,xLcueCRRtjY,0.62
819,Snowpiercer,r6UmqNuMdY4,0.82
820,I Origins,Mk4briOLrTQ,0.72
822,The Purge: Anarchy,XzFCDqKE4yA,0.46
823,Sex Tape,-fQvyfn3wbE,0.48
824,Wish I Was Here,aCponfeWNOI,0.72
825,And So It Goes,wbUdGTZ1uVs,0.3846153846153846
826,Happy Christmas,pjKpGQqDzHA,0.4375
827,Hercules,OwlynHlZEc4,0.57
828,Lucy,MVt32qoyhi0,0.62
829,A Most Wanted Man,OUyYBrlF_W8,0.64
830,Get On Up,0F_pxMmOG4I,0.83
831,Guardians of the Galaxy,d96cjJhvlMA,0.62
832,The Hundred-Foot Journey,MWo67uhzoQg,0.92
833,Into the Storm,xBH25XxM-7g,0.67
834,Step Up: All In,-cBttI0W80U,0.76
836,Let's Be Cops,q6q73NTqH-o,0.65
837,The Expendables 3,4xD0junWlFc,0.66
838,The Giver,fH6B4S9ENY4,0.45
839,Life After Beth,JjysgllBzHQ,0.7333333333333333
840,If I Stay,m9hZ40TJ0zs,0.68
841,The Prince,XdZuyp6DpnI,0.61
842,Sin City: A Dame to Kill For,nqRRF5y94uE,0.58
843,When the Game Stands Tall,qT0aE4iAnJo,0.68
844,"As Above, So Below",X_BaqNzdGXY,0.4426229508196721
845,Cake,P3IsUOSHlnU,0.7
846,Atlas Shrugged Part III: Who Is John Galt?,GSJNU41h5Cg,0.29
848,No Good Deed,G5VeowxERwM,0.8
849,The Guest,y0E2Qh6wLS4,0.76
850,A Walk Among the Tombstones,aTKBowDjMQg,0.51
851,The Maze Runner,64-iSYVmMVY,0.65
852,The Skeleton Twins,ll0pjiOjSiU,0.75
853,This Is Where I Leave You,fH0cEP0mvlU,0.82
854,Tusk,BCQJnOn0ru0,0.47
856,The Equalizer,VjctHUEmutw,0.67
857,Annabelle,paFgQNPGlsg,0.41
858,Gone Girl,2-_-1nJf8Vg,0.73
859,Left Behind,GrXe8YDbzYs,0.48
860,"Men, Women & Children",MHMqpwnUazY,0.63
861,Addicted,kABi5_k8Bdc,0.6666666666666666
863,Dracula Untold,_2aWqecTTuE,0.71
864,The Judge,ZBvK6ni97W8,0.78
865,Whiplash,Df1xkYYbYrY,0.75
866,Birdman,uJfLoE6hanc,0.7
868,Camp X-Ray,_1MDrwqjeGo,0.74
870,Fury,q94n3eWOWXM,0.68
871,Nightcrawler,u1uP_8VJkDQ,0.71
872,John Wick,C0BMx-qxsP4,0.62
873,Revenge of the Green Dragons,3c-YiIC5Bz4,0.52
874,Ouija,_T1Jj1inE8M,0.37
875,Interstellar,zSWdZVtXT7E,0.72
877,Jessabelle,CoBCEdt_BC8,0.62
878,Beyond the Lights,sfcfZn8nq3w,0.89
879,Dumb and Dumber To,dmNddThxi4c,0.62
880,Foxcatcher,Jhkj1TVITf8,0.4545454545454545
881,The Homesman,SAYQklUPLBI,0.8235294117647058
882,Saving Christmas,z5-yA66kaVc,0.31
883,The Hunger Games: Mockingjay – Part 1,3PkkHsuMrho,0.62
884,Horrible Bosses 2,utriEZFno0E,0.77
886,Wild,tn2-GSqPyl0,0.89
887,Exodus: Gods and Kings,t-8YsulfxVI,0.65
888,Inherent Vice,wZfs22E7JmI,0.82
889,Top Five,ayS12L3kY50,0.6
890,The Hobbit: The Battle of the Five Armies,iVAgTiBrrDA,0.62
891,Annie,nasLuiP-1E0,0.54
892,Night at the Museum: Secret of the Tomb,KMKk7Dn__-Y,0.6
893,American Sniper,99k3u9ay1gs,0.76
894,Big Eyes,2xD9uTlh5hI,0.77
895,The Gambler,Y5gPQXbFs9Y,0.73
896,The Interview,DkJA1rb8Nxo,0.57
898,Selma,kPgs2zshD9Y,0.75
899,Unbroken,XrjJbl7kRrI,0.82
900,The Woman in Black: Angel of Death,5-a8bWi4LO0,0.42
901,Taken 3,JuU0M2xBasc,0.49
902,Blackhat,-CA95Bzpy7s,0.34
903,Spare Parts,myjar5KoqZA,0.64
904,The Wedding Ringer,KG5CnCgnplU,0.76
905,The Boy Next Door,MgbBwovOOoc,0.55
906,The Humbling,qu6SCUXeYl0,0.5851063829787234
907,Mortdecai,aW_sfxUnbZA,0.78
908,Song One,ihdJgH757A0,0.69
909,Strange Magic,Xr9iLfD6xus,0.62
911,The Loft,Vzw7ds7JoT4,0.4857142857142857
912,Project Almanac,TGuLpPldJZA,0.4736842105263157
913,Wild Card,7fJGbTfFPkM,0.65
914,Jupiter Ascending,gQHKolIqBGs,0.75
915,Seventh Son,5i90Qr0Qi6w,0.41
917,The Voices,3hQpV9Q0A7E,0.71
918,Accidental Love,OwCatikaHNM,0.46
919,Fifty Shades of Grey,SfZWFDs0LxA,0.5
920,Kingsman: The Secret Service,m4NCribDx4U,0.73
921,The Last Five Years,IoRF_Bzuwtk,0.55
922,The DUFF,ci7eKlNRiuw,0.6
923,Hot Tub Time Machine 2,BNJ-UxlKXGY,0.52
925,Focus,MxCRgtdAuBo,0.59
926,The Lazarus Effect,1Ks6JqLzVTA,0.47
927,Maps to the Stars,_itp92Dc52M,0.3333333333333333
928,Chappie,lyy7y0QOK-0,0.71
929,The Second Best Exotic Marigold Hotel,3REYWGRmLnQ,0.92
930,Unfinished Business,8yb9Dn2mnMg,0.64
932,The Cobbler,kMVGScC0vDA,0.73
933,It Follows,HkZYbOH0ujw,0.66
934,Run All Night,plrh783KCqg,0.6170212765957447
935,Danny Collins,AndERTFMYd4,0.83
936,The Divergent Series: Insurgent,IR-l_TSjlEo,0.47
937,Do You Believe?,ogIX2Q7tEdc,0.78
938,The Gunman,Ug9xufczPVE,0.64
939,Tracers,nSfZahdXxU4,0.62
940,Get Hard,lEqrpuU9fYI,0.71
942,Serena,nqt1I1OL_Hg,0.76
943,While We're Young,lNEKFG0eAKE,0.5
944,Furious 7,Skpu5HaVkOc,0.52
945,Woman in Gold,ZqC28wtsaig,0.76
946,Ex Machina,sNExF5WYMaA,0.61
947,The Longest Ride,FUS_Q7FsfqU,0.75
948,Child 44,Uia6y9SRsj4,0.82
949,Monkey Kingdom,xasvQYdvSD0,0.69
950,Paul Blart: Mall Cop 2,b_ld3IJ0sUU,0.52
951,Unfriended,Lgj4GjqCFlY,0.34
953,Brotherly Love,mOACSS97KQM,0.67
954,Little Boy,b_BdzqsIX6A,0.66
955,The Age of Adaline,7UzSekc0LoQ,0.82
956,The Water Diviner,grIiiHuetis,0.5076923076923077
957,Avengers: Age of Ultron,P5iIPfNzj2o,0.46
958,The D Train,A4vqHV44eZE,0.52
959,Maggie,AQ5Vz8qE8R8,0.73
960,Mad Max: Fury Road,hEJnMQG9ev8,0.64
961,Pitch Perfect 2,OgPm-yaLoyo,0.62
962,I'll See You in My Dreams,F1VbBOTXzfI,0.6923076923076923
963,Poltergeist,HD2sz9RVzfM,0.39
965,Aloha,D273Tiea-IQ,0.4482758620689655
966,Barely Lethal,HwLY3aiT26U,0.63
967,Spy,YrY3v1eDmQY,0.81
968,Insidious: Chapter 3,3HxEXnVSr1w,0.56
969,Jurassic World,RFinNxS5KN4,0.66
970,Inside Out,yRUAzGQ3nSY,0.5
971,Ted 2,S3AVcCggRnU,0.55
972,Terminator Genisys,FqbOFjl7ZWE,0.47
973,Magic Mike XXL,oLoyU3xYwbs,0.58
975,The Gallows,F_8OKImO2pc,0.43
976,Self/less,71fWtJXEI0Q,0.56
977,Tangerine,fUxRxgtYt0M,0.4912280701754385
978,Strangerland,v3Kj1VmbJiw,0.44
979,Ant-Man,pWdKf3MneyI,0.64
980,Trainwreck,y_KP9x80Z9Q,0.59
981,Irrational Man,5Wf-ouBdYY8,0.5294117647058824
982,Mr. Holmes,0G1lIBgk4PA,0.72
983,Pixels,XAHprLW48no,0.52
984,Paper Towns,rFGiHm5WMLk,0.64
985,The Vatican Tapes,Yelog-WwqD4,0.43
986,Vacation,kleG7XCqOb4,0.79
987,Mission: Impossible – Rogue Nation,pXwaKB7YOjw,0.72
988,Fantastic Four,_rRoD28-WgU,0.45
989,The Gift,I3IiZU9JBuE,0.69
990,Ricki and the Flash,MiRuo5gRTqs,0.6666666666666666
991,Straight Outta Compton,oyoew4T74_w,0.7
992,The Man from U.N.C.L.E.,4K4Iv_N9Nno,0.76
993,American Ultra,bLGFwkRx2HA,0.7
